store_name,category,rating,visited_review,blog_review,address,taste_value,menu
투썸플레이스 수원영통점,카페,별점 4.37,"방문자 리뷰 1,171",블로그 리뷰 108,경기 수원시 영통구 청명남로 39 럭셔리프라자,0.0,"메뉴: 아메리카노, 가격: 4,500원
메뉴: 카푸치노, 가격: 5,000원
메뉴: 카페모카, 가격: 5,500원
메뉴: 카모마일, 가격: 5,100원
메뉴: 크림카라멜, 가격: 5,100원
메뉴: 프렌치얼그레이, 가격: 5,100원
메뉴: 민트, 가격: 5,100원
메뉴: 스트로베리피치프라페, 가격: 5,800원
메뉴: 키위바나나주스, 가격: 5,800원"
제프네,요리주점,0.0,방문자 리뷰 175,블로그 리뷰 52,경기 수원시 영통구 청명남로 52 1층 제프네,0.0,"메뉴: 통삼겹 연저육, 가격: 29,000원
메뉴: 닭목살 소금구이, 가격: 23,000원
메뉴: 부타노가쿠니, 가격: 25,000원
메뉴: 미소항정야끼, 가격: 24,000원
메뉴: 비프타르타르와 칩, 가격: 18,000원
메뉴: 테바사키, 가격: 18,000원
메뉴: 가니미소 파스타, 가격: 17,000원
메뉴: 차오미엔, 가격: 14,000원
메뉴: 마제소바, 가격: 12,000원
메뉴: 미즈타키, 가격: 25,000원
메뉴: 스프커리, 가격: 17,000원
메뉴: 해장 라면, 가격: 9,000원
메뉴: 통새우미나리전, 가격: 16,000원
메뉴: 감자채전, 가격: 14,000원
메뉴: 부르스게타(2PC), 가격: 5,000원"
식당안,요리주점,0.0,방문자 리뷰 86,블로그 리뷰 169,경기 수원시 영통구 청명북로7번길 13 1층,0.0,"메뉴: 명란들기름메밀국수, 가격: 25,000원
메뉴: 육회감태묵은지말이, 가격: 25,000원
메뉴: 계절솥밥, 가격: 25,000원
메뉴: 7가지맡김차림(오늘의 안주), 가격: 50,000원
메뉴: 5가지맡김차림(오늘의 안주), 가격: 35,000원
메뉴: 전복술찜, 가격: 12,000원
메뉴: 문어숙회, 가격: 20,000원"
맥도날드 경희대국제캠퍼스점,햄버거,별점 4.31,"방문자 리뷰 4,141",블로그 리뷰 79,경기 수원시 영통구 덕영대로 1703 아이시티,0.0,"메뉴: 빅맥® 세트, 가격: 변동
메뉴: 맥스파이시® 상하이 버거 세트, 가격: 변동
메뉴: 1955 버거™ 세트, 가격: 변동
메뉴: 불고기 버거 세트, 가격: 변동
메뉴: 슈슈 버거 세트, 가격: 변동
메뉴: 베이컨 토마토 디럭스 세트, 가격: 변동"
이동간받이 수원점,"육류,고기요리",0.0,방문자 리뷰 498,"블로그 리뷰 1,381","경기 수원시 영통구 덕영대로1556번길 16 디지털엠파이어빌딩 F동 1층 178, 179호",0.0,
꿀꿀이네 곱창&막창 영통본점,"곱창,막창,양",0.0,방문자 리뷰 155,블로그 리뷰 131,경기 수원시 영통구 청명남로28번길 20 플러스타운 주차장1층 115호,0.0,"메뉴: 야채곱창볶음, 가격: 12,900원
메뉴: 대파알곱창, 가격: 13,500원
메뉴: 막창소금구이, 가격: 14,500원
메뉴: 대파순대알곱창, 가격: 14,500원
메뉴: 야채막창볶음, 가격: 14,900원
메뉴: 치즈폭탄토핑(2인), 가격: 5,500원
메뉴: 야채순대곱창볶음, 가격: 13,900원
메뉴: 대파새우알곱창, 가격: 15,900원"
야키토리소비 수원영통점,이자카야,0.0,방문자 리뷰 221,블로그 리뷰 109,경기 수원시 영통구 청명남로50번길 26 1층 101호,0.0,"메뉴: 야키토리세트, 가격: 40,000원
메뉴: 소고기스키야끼 세트, 가격: 33,000원
메뉴: 모츠나베 세트, 가격: 42,000원
메뉴: 파닭(네기마), 가격: 3,000원
메뉴: 닭다리살(모모), 가격: 3,000원
메뉴: 목살(세세리), 가격: 3,000원
메뉴: 무른연골(히자난코츠), 가격: 3,000원
메뉴: 츠크네, 가격: 3,000원
메뉴: 닭날개(테바사키), 가격: 3,000원
메뉴: 꼬리(본지리), 가격: 3,000원
메뉴: 껍질(카와), 가격: 3,000원
메뉴: 근위(스나즈리), 가격: 3,000원
메뉴: 염통(하츠) 2p, 가격: 4,500원
메뉴: 가슴연골(야겐난코츠), 가격: 3,000원
메뉴: 가지(나스), 가격: 2,500원"
긴자료코 영통점,돈가스,0.0,"방문자 리뷰 1,370",블로그 리뷰 111,경기 수원시 영통구 청명남로 25 107호,0.0,"메뉴: 사케동, 가격: 14,000원
메뉴: 데미그라스 돈까스, 가격: 11,000원
메뉴: 왕새우튀김우동, 가격: 13,500원
메뉴: 치쿠와우동, 가격: 10,000원
메뉴: 소고기우동스끼야끼우동, 가격: 14,000원
메뉴: 토마토파스타우동, 가격: 9,000원
메뉴: 로제파스타우동, 가격: 10,000원
메뉴: 베이컨크림우동, 가격: 11,000원
메뉴: 명란크림우동, 가격: 10,000원
메뉴: 닭가슴살샐러드우동, 가격: 10,000원
메뉴: 샐러드우동, 가격: 8,000원
메뉴: 새우붓카케우동, 가격: 12,000원
메뉴: 붓카케우동, 가격: 9,000원
메뉴: 치킨카레우동, 가격: 10,500원
메뉴: 불맛카레우동, 가격: 9,500원"
SoulP,피자,별점 4.4,방문자 리뷰 107,블로그 리뷰 66,경기 수원시 영통구 덕영대로 1701 지하1층,0.0,"메뉴: 까르보나라, 가격: 10,900원
메뉴: 토마토라구파스타, 가격: 10,900원
메뉴: 알리오올리오, 가격: 10,900원
메뉴: 뉴욕치즈버거M, 가격: 24,900원
메뉴: 꽃페퍼로니M, 가격: 24,900원
메뉴: 스파이시치킨포테이토 M, 가격: 24,900원
메뉴: 크림치즈베이컨 M, 가격: 24,900원
메뉴: 하와이안 M, 가격: 24,900원
메뉴: 스파이시불고기 M, 가격: 24,900원
메뉴: 고구마 M, 가격: 24,900원
메뉴: 허니갈릭쉬림프M, 가격: 24,900원
메뉴: 핫페퍼로니&포테이토, 가격: 24,900원"
낭사이공,베트남음식,별점 4.51,방문자 리뷰 407,블로그 리뷰 254,경기 수원시 영통구 봉영로 1590 2층,0.0,"메뉴: 왕갈비 퍼보, 가격: 15,500원
메뉴: 껌승, 가격: 9,000원
메뉴: 퍼, 반미, 짜조, 퍼버코, 반세오, 분버후에, 가격: 변동"
한스 영통점,카페,별점 4.43,"방문자 리뷰 1,216",블로그 리뷰 148,경기 수원시 영통구 매영로345번길 95 동아프라자 1층,0.0,
최고당돈가스 영통점,돈가스,별점 4.42,방문자 리뷰 601,블로그 리뷰 88,경기 수원시 영통구 영일로21번길 8-1 최고당돈가스 영통점,0.0,"메뉴: [최고당 세트메뉴], 가격: 변동
메뉴: [한정판매]클래식돈가스 + 우동세트, 가격: 9,900원
메뉴: 그린샐러드돈가스 세트메뉴, 가격: 15,400원
메뉴: 트러플크림돈가스 세트메뉴, 가격: 16,400원
메뉴: 핫치즈베이컨돈가스 세트메뉴, 가격: 17,400원
메뉴: 생등심돈가스 불냉면세트, 가격: 14,400원
메뉴: 생등심돈가스+카라이라멘 세트, 가격: 15,400원
메뉴: 생등심돈가스+돈코츠라멘 세트, 가격: 14,900원
메뉴: 치즈돈가스 불냉면세트, 가격: 16,400원
메뉴: 치즈돈가스+카라이라멘 세트, 가격: 17,400원
메뉴: 치즈돈가스+돈코츠라멘 세트, 가격: 16,900원
메뉴: 생등심돈가스 세트메뉴[면 선택1], 가격: 13,400원
메뉴: 카레돈가스 세트메뉴[면 선택1], 가격: 15,000원
메뉴: 마늘돈가스 세트메뉴[면 선택1], 가격: 15,000원
메뉴: 로제돈가스 세트메뉴[면 선택1], 가격: 15,000원"
무안낙지골,낙지요리,별점 4.05,방문자 리뷰 280,블로그 리뷰 43,경기 수원시 영통구 청명남로12번길 28,0.0,"메뉴: 산낙지볶음, 가격: 21,000원
메뉴: 산낙지철판볶음, 가격: 21,000원
메뉴: 산낙지전골 / 산낙지곱창전골 / 산낙지불고기전골 / 산낙지왕새우전골 / 산낙불곱새전골, 가격: 21,000원
메뉴: 연포탕(대), 가격: 84,000원
메뉴: 연포탕(중), 가격: 63,000원
메뉴: 연포탕(소), 가격: 42,000원"
백채김치찌개 영통점,"찌개,전골",별점 4.27,방문자 리뷰 260,블로그 리뷰 47,경기 수원시 영통구 청명남로 30 거성빌딩 106호,0.0,"메뉴: 돼지김치찌개 1인분(김치찌개는 역시), 가격: 9,000원
메뉴: 햄김치찌개 1인분 (햄반 김치반), 가격: 9,000원
메뉴: 김치찌개 2인세트, 가격: 24,000원
메뉴: 김치찌개 3인세트, 가격: 33,000원
메뉴: 김치찌개 4인세트, 가격: 42,000원
메뉴: 햄구이 (흰 쌀밥 절친), 가격: 6,000원
메뉴: 달걀말이 (김치찌개 단짝), 가격: 6,000원
메뉴: 식후식혜 (엄마손 맛), 가격: 3,000원"
타니예르,베이커리,별점 4.59,방문자 리뷰 608,블로그 리뷰 104,경기 용인시 기흥구 서천서로12번길 4-2 TANIERE,0.0,
도스마스 수원경희대점,"멕시코,남미음식",별점 4.28,방문자 리뷰 291,블로그 리뷰 24,경기 용인시 기흥구 서그내로15번길 33,0.0,"메뉴: 부리또(세트#1), 가격: 5,500원
메뉴: 부리또+음료(세트#2), 가격: 6,500원
메뉴: 부리또+음료+감자튀김(세트#3), 가격: 8,500원
메뉴: 부리또+맥주(세트#4), 가격: 7,500원
메뉴: 부리또+감자튀김+맥주(세트#5), 가격: 13,000원"
오뎅빠,"오뎅,꼬치",0.0,방문자 리뷰 69,블로그 리뷰 19,경기 수원시 영통구 덕영대로 1699 영통빌딩 105호,0.0,"메뉴: 바삭김치전, 가격: 15,900원
메뉴: 오꼬노미야끼, 가격: 14,900원
메뉴: 오뎅 기본 10 꼬치, 가격: 15,900원
메뉴: 소고기사골만두전골, 가격: 17,900원
메뉴: 명란버터구이, 가격: 16,900원
메뉴: 오돌뼈볶음밥, 가격: 18,900원
메뉴: 제육두부김치, 가격: 18,900원"
마라정,중식당,0.0,방문자 리뷰 54,블로그 리뷰 9,경기 수원시 영통구 영일로6번길 54 1층 103~106호,0.0,"메뉴: 마라탕(기본), 가격: 7,000원
메뉴: 마라샹궈, 가격: 15,000원
메뉴: 마라반, 가격: 10,000원
메뉴: 꿔바로우, 가격: 16,000원
메뉴: 멘보샤, 가격: 5,000원
메뉴: 볶음밥, 가격: 7,000원"
미소노키,일식당,0.0,방문자 리뷰 65,블로그 리뷰 15,경기 수원시 영통구 매영로393번길 11 1층,0.0,"메뉴: 부타 가쿠니 정식, 가격: 15,000원
메뉴: 미소 닭다리 덮밥, 가격: 10,000원
메뉴: 미소 소갈비 덮밥, 가격: 15,000원
메뉴: 미소 마제소바, 가격: 11,000원
메뉴: 토리텐 카레, 가격: 13,000원
메뉴: 토리텐, 가격: 6,000원
메뉴: 카니 미소 고로케, 가격: 6,000원
메뉴: 부타 쇼가야키 정식, 가격: 14,000원
메뉴: 야채 카레, 가격: 10,000원
메뉴: 치즈 카레, 가격: 12,000원
메뉴: 히레카츠 카레, 가격: 13,000원
메뉴: 미소 튀김우동, 가격: 11,000원
메뉴: 미소 히레카츠, 가격: 5,000원
메뉴: 오이샐러드, 가격: 4,000원
메뉴: 치즈오믈렛, 가격: 4,000원"
베트남쌀국수 포포 & 월남쌈,베트남음식,별점 4.45,방문자 리뷰 295,블로그 리뷰 67,경기 수원시 영통구 매영로415번길 42-16 1층,0.0,"메뉴: F2.월남쌈(소 (1~2인분)), 가격: 35,000원
메뉴: F2.월남쌈(대 (3~4인분)), 가격: 50,000원
메뉴: R1. 돼지고기 바베큐덮밥 (직화구이), 가격: 12,500원
메뉴: N5. 안심, 양지 쌀국수(M), 가격: 11,000원
메뉴: N5. 안심, 양지 쌀국수(L), 가격: 13,000원
메뉴: SP2. 베트남 깐풍기, 가격: 22,000원
메뉴: SP7. 매콤데리야끼 닭봉(8pcs), 가격: 15,000원
메뉴: SP8. 새우튀김(8pcs), 가격: 15,000원
메뉴: A1. 에그롤(5pcs), 가격: 4,500원
메뉴: A2. 킹 에그롤(3pcs), 가격: 7,000원
메뉴: A3. 키다리 새우(4pcs), 가격: 5,500원
메뉴: A4. 웨딩 샤오마이(5pcs), 가격: 5,500원
메뉴: A5. 사모사(5pcs), 가격: 5,500원
메뉴: R1. 돼지고기 바베큐덮밥 (직화구이), 가격: 12,500원
메뉴: R2. 닭고기 바베큐덮밥 (직화구이), 가격: 12,500원
메뉴: R4. 소고기 볶음밥, 가격: 12,000원
메뉴: R5. 파인애플 볶음밥, 가격: 11,500원
메뉴: R6. 칠리새우 볶음밥, 가격: 11,000원
메뉴: F2.월남쌈(소 (1~2인분)), 가격: 35,000원
메뉴: F2.월남쌈(대 (3~4인분)), 가격: 50,000원
메뉴: N1. 안심쌀국수(M), 가격: 11,500원
메뉴: N1. 안심쌀국수(L), 가격: 13,500원
메뉴: N2. 양지쌀국수(M), 가격: 11,000원
메뉴: N2. 양지쌀국수(L), 가격: 13,000원
메뉴: N5. 안심, 양지 쌀국수(M), 가격: 11,000원
메뉴: SN1. 분보싸오, 가격: 15,500원
메뉴: 콜라(355ml (뚱캔)), 가격: 2,000원
메뉴: 사이다(355ml (뚱캔)), 가격: 2,000원
메뉴: 환타파인(355ml (뚱캔)), 가격: 2,000원
메뉴: 닥터페퍼(355ml (뚱캔)), 가격: 2,000원
메뉴: 마운틴듀(355ml(뚱캔)), 가격: 2,000원"
미정국수0410 영통역점,국수,0.0,"방문자 리뷰 1,715",블로그 리뷰 77,경기 수원시 영통구 봉영로 1590 107호 미정국수0410 영통역점,0.0,"메뉴: 멸치국수, 가격: 5,000원
메뉴: 땅콩초계국수, 가격: 7,000원
메뉴: 땅콩초계비빔면, 가격: 7,000원
메뉴: 냉국수, 가격: 6,500원
메뉴: 간장불고기덮밥, 가격: 7,000원
메뉴: 김치제육덮밥, 가격: 7,000원
메뉴: 제육미니밥, 가격: 3,500원
메뉴: 얼큰멸치국수, 가격: 5,500원
메뉴: 만두국수, 가격: 6,000원
메뉴: 간비국수, 가격: 6,500원
메뉴: 비빔국수, 가격: 6,500원
메뉴: 꼬치어묵국수, 가격: 6,500원
메뉴: 사골국수(겨울한정), 가격: 6,000원
메뉴: 사골만두국수(겨울한정), 가격: 6,500원
메뉴: 사골반반(겨울한정), 가격: 6,500원"
유쾌한회세꼬시 영통직영점,생선회,별점 4.6,방문자 리뷰 137,블로그 리뷰 52,경기 수원시 영통구 청명남로50번길 5-8,0.0,
치요 영통역점,이자카야,0.0,방문자 리뷰 211,블로그 리뷰 164,경기 수원시 영통구 청명남로 31 1층,0.0,"메뉴: 계절 모듬 사시미 (중), 가격: 39,000원
메뉴: 소고기 타다끼, 가격: 24,000원
메뉴: 메로 구이, 가격: 27,000원
메뉴: 치즈 오꼬노미야끼, 가격: 23,000원
메뉴: 계절 모듬 사시미 (대), 가격: 49,000원
메뉴: 모듬 야키토리 5종, 가격: 18,600원
메뉴: 모듬 야키토리 7종, 가격: 25,600원
메뉴: 모듬 야키토리 11종, 가격: 37,200원
메뉴: 마구로 타다끼, 가격: 24,000원
메뉴: 오징어 통구이, 가격: 19,000원
메뉴: 에비 후라이, 가격: 22,000원
메뉴: 모듬 고로케, 가격: 18,000원
메뉴: 차돌박이숙주볶음, 가격: 22,000원
메뉴: 스끼야끼, 가격: 28,000원
메뉴: 마라모츠나베, 가격: 27,000원"
하코야 수원영통점,일본식라면,별점 4.28,방문자 리뷰 214,블로그 리뷰 85,경기 수원시 영통구 청명남로 21 아셈프라자 1층,0.0,"메뉴: 자연치즈가츠동, 가격: 10,900원
메뉴: 소곱창라멘, 가격: 11,900원
메뉴: 코이돈코츠, 가격: 9,900원
메뉴: 히야시라멘, 가격: 9,900원
메뉴: 냉모밀소바, 가격: 9,900원
메뉴: 모둠돈가츠정식, 가격: 14,500원
메뉴: 치즈돈가츠정식, 가격: 13,500원
메뉴: 바삭돈가츠정식, 가격: 12,500원
메뉴: 에비가츠고베카레, 가격: 11,400원
메뉴: 가라아게고베카레, 가격: 11,400원
메뉴: 돈가츠고베카레, 가격: 11,400원
메뉴: 에비가츠동, 가격: 10,400원
메뉴: 규동 / 매운규동, 가격: 8,900원
메뉴: 가라아게동, 가격: 9,500원
메뉴: 김치가츠동, 가격: 9,900원"
메콩타이 영통점,"<selenium.webdriver.remote.webelement.WebElement (session=""0e0b223148fc359cb602711136e1992f"", element=""f.DEDEAB09CA4CF3ED66AD5327232DFF46.d.F16EC827E1E53BD7ED1F3042409813D7.e.375975"")>",별점 4.47,방문자 리뷰 273,블로그 리뷰 93,경기 수원시 영통구 반달로 26 천마빌딩 2층,0.0,"메뉴: 양지쌀국수, 가격: 11,500원
메뉴: 마라 쌀국수, 가격: 14,500원
메뉴: 소고기 쌀국수, 가격: 11,500원
메뉴: 양지쌀국수, 가격: 11,500원
메뉴: 새우완탕 쌀국수, 가격: 12,500원
메뉴: 소고기 쌀국수, 가격: 11,500원
메뉴: 매운 소고기 쌀국수, 가격: 13,500원
메뉴: 콤보 쌀국수, 가격: 12,500원
메뉴: 톰얌 쌀국수, 가격: 13,500원
메뉴: 차돌 쌀국수, 가격: 13,900원
메뉴: 해산물 쌀국수, 가격: 13,500원
메뉴: 타이 갈릭 쌀국수, 가격: 13,500원
메뉴: 닭고기 쌀국수, 가격: 13,500원
메뉴: 부추 소고기 쌀국수, 가격: 12,500원
메뉴: 마라 쌀국수, 가격: 14,500원
메뉴: 팟타이, 가격: 14,500원
메뉴: 치킨 팟타이, 가격: 14,500원
메뉴: 매운 해물 팟타이, 가격: 14,900원
메뉴: 미고렝, 가격: 14,500원
메뉴: 해산물 볶음밥, 가격: 13,500원
메뉴: 매운 해산물 볶음밥, 가격: 14,500원
메뉴: 커리 볶음밥, 가격: 13,500원
메뉴: 파인애플 볶음밥, 가격: 13,500원
메뉴: 타이 레드 커리, 가격: 14,500원
메뉴: 나시고렝, 가격: 14,500원
메뉴: 소고기 덮밥, 가격: 13,500원
메뉴: 돼지고기 덮밥, 가격: 14,500원
메뉴: 톰얌 볶음밥, 가격: 14,500원
메뉴: 월남쌈, 가격: 42,800원
메뉴: 메콩 세트, 가격: 14,900원
메뉴: 메콩타이 세트, 가격: 18,900원
메뉴: 메콩타이 스페셜 세트, 가격: 26,900원
메뉴: 고이꾸온, 가격: 8,500원
메뉴: 짜조 6cut, 가격: 7,900원
메뉴: 에그롤네트, 가격: 7,900원
메뉴: 새우연필춘권, 가격: 7,900원
메뉴: 버팔로윙, 가격: 6,500원
메뉴: 버팔로봉, 가격: 6,500원
메뉴: 스파이시 포테이토, 가격: 6,500원
메뉴: 새우 고로케, 가격: 5,900원
메뉴: 치킨스틱, 가격: 5,900원
메뉴: 카페 농, 가격: 4,500원
메뉴: 카페 써 농, 가격: 4,500원
메뉴: 카페 다, 가격: 4,900원
메뉴: 카페 써 다, 가격: 4,900원
메뉴: 생맥주 500CC, 가격: 7,000원
메뉴: 창, 가격: 6,000원
메뉴: 칭다오, 가격: 7,000원
메뉴: 소주 (처음처럼), 가격: 4,000원
메뉴: 소주 (참이슬), 가격: 4,000원
메뉴: 자몽 에이드, 가격: 3,500원
메뉴: 레몬아이스티, 가격: 2,500원
메뉴: 콜라, 가격: 2,500원
메뉴: 스프라이트, 가격: 2,500원
메뉴: 닥터페퍼, 가격: 2,500원
메뉴: 환타, 가격: 2,500원
메뉴: 분짜, 가격: 15,900원
메뉴: 톰얌꿍, 가격: 15,900원
메뉴: 치킨 매실 탕수, 가격: 18,900원
메뉴: 순살강정, 가격: 18,900원
메뉴: 뿌팟퐁커리(RICE 포함), 가격: 22,800원"
롤링파스타 수원영통점,"스파게티,파스타전문",0.0,방문자 리뷰 225,블로그 리뷰 53,경기 수원시 영통구 청명남로 25 208호,0.0,"메뉴: 레몬 버터 파스타, 가격: 8,900원
메뉴: 롤링함박스테이크, 가격: 12,900원
메뉴: 이탈리안 정통 라구 파스타, 가격: 8,900원
메뉴: 빼쉐파스타, 가격: 9,900원
메뉴: 까르보나라, 가격: 8,900원
메뉴: 매운 크림 파스타, 가격: 8,900원
메뉴: 고르곤졸라 M, 가격: 8,800원
메뉴: 리코타치즈샐러드, 가격: 6,000원
메뉴: 토마토함박파스타, 가격: 9,500원
메뉴: 알리오 올리오, 가격: 6,900원
메뉴: 봉골레, 가격: 7,900원
메뉴: 씨푸드 오일 파스타, 가격: 8,500원
메뉴: 매운 우삼겹 오일파스타, 가격: 8,500원
메뉴: 토마토 파스타, 가격: 6,900원
메뉴: 해물토마토파스타, 가격: 8,900원"
등촌샤브칼국수 수원영통점,"칼국수,만두",별점 4.33,방문자 리뷰 705,블로그 리뷰 128,경기 수원시 영통구 청명남로 25 클래시아 3층 308호,0.483,"메뉴: 얼큰버섯칼국수, 가격: 8,000원
메뉴: 샤브샤브, 가격: 9,000원
메뉴: 맑은버섯칼국수, 가격: 8,000원
메뉴: 들깨버섯칼국수, 가격: 8,000원
메뉴: 왕만두 3개, 가격: 3,000원
메뉴: 왕만두 6개, 가격: 6,000원"
아티제 수원영통점,카페,별점 4.5,"방문자 리뷰 2,229",블로그 리뷰 83,경기 수원시 영통구 봉영로 1576 영통홈플러스 1층,0.017,"메뉴: 카페 아메리카노, 가격: 4,900원
메뉴: 카페라떼, 가격: 5,400원
메뉴: 스패니쉬라떼, 가격: 5,900원
메뉴: 플랫화이트, 가격: 5,400원
메뉴: 카푸치노, 가격: 5,400원
메뉴: 리얼후르츠 자몽주스, 가격: 7,800원
메뉴: 리얼스퀴즈 오렌지에이드, 가격: 6,700원
메뉴: 리얼스퀴즈 레몬에이드, 가격: 6,700원
메뉴: 리얼후르츠 토마토주스, 가격: 7,800원
메뉴: 더블 스트로베리 쉬폰 케이크, 가격: 46,000원
메뉴: 테디베어 초코 쉬폰, 가격: 43,000원
메뉴: 얼그레이 쉬폰 케이크, 가격: 43,000원"
장어명가섬진강,"장어,먹장어요리",별점 4.42,방문자 리뷰 68,블로그 리뷰 41,경기 수원시 영통구 반달로 21 매직프라자 204호,0.0,"메뉴: 더덕장어구이(2인분), 가격: 79,000원
메뉴: 한방 양념구이(1인분), 가격: 32,000원
메뉴: 송화 소금구이(1인분), 가격: 32,000원
메뉴: 흑마늘 양념구이(1인분), 가격: 33,000원
메뉴: 홍삼소금구이(1인분), 가격: 35,000원
메뉴: 장어덮밥(우나기동), 가격: 33,000원
메뉴: 한마리 장어정식, 가격: 34,000원
메뉴: 장어정식, 가격: 19,000원
메뉴: 장어탕, 가격: 9,000원"
투고샐러드 수원경희대점,"<selenium.webdriver.remote.webelement.WebElement (session=""bf98337748a8c2fa7dfeca82a81cc11a"", element=""f.BF49D3704EA092B7E649BB8475CA5958.d.BB9FD0F95ECA06363C1ED879FC1BFA42.e.37493"")>",별점 4.61,방문자 리뷰 343,블로그 리뷰 49,경기 수원시 영통구 청명로 7 청명타운텔 114호,0.315,"메뉴: 목살통곡물샐러드, 가격: 10,500원
메뉴: 닭가슴살통곡물샐러드, 가격: 9,900원
메뉴: 닭다리살통곡물샐러드, 가격: 9,900원
메뉴: 쉬림프통곡물샐러드, 가격: 10,500원
메뉴: 리코타치즈샐러드, 가격: 8,500원
메뉴: 단호박스프, 가격: 3,900원
메뉴: 치폴레파스타샐러드매운맛1단계, 가격: 7,200원
메뉴: 치폴레 포크 그랩샐러드매운맛1단계, 가격: 6,500원
메뉴: 목살스테이크샐러드, 가격: 8,900원
메뉴: 바질파스타샐러드, 가격: 7,900원
메뉴: 닭가슴살스테이크샐러드, 가격: 8,900원
메뉴: 갈릭 치킨 그랩샐러드, 가격: 6,500원
메뉴: 분짜샐러드, 가격: 9,500원
메뉴: 닭다리살스테이크샐러드, 가격: 8,900원
메뉴: 목살통곡물샐러드, 가격: 10,500원
메뉴: 닭가슴살통곡물샐러드, 가격: 9,900원
메뉴: 닭다리살통곡물샐러드, 가격: 9,900원
메뉴: 쉬림프통곡물샐러드, 가격: 10,500원
메뉴: 치폴레 포크 그랩샐러드매운맛1단계, 가격: 6,500원
메뉴: 바질 치킨 그랩샐러드, 가격: 6,500원
메뉴: 갈릭 치킨 그랩샐러드, 가격: 6,500원
메뉴: 목살스테이크샐러드, 가격: 8,900원
메뉴: 닭가슴살스테이크샐러드, 가격: 8,900원
메뉴: 닭다리살스테이크샐러드, 가격: 8,900원
메뉴: 치폴레파스타샐러드매운맛1단계, 가격: 7,200원
메뉴: 바질파스타샐러드, 가격: 7,900원
메뉴: 분짜샐러드, 가격: 9,500원
메뉴: 리코타치즈샐러드, 가격: 8,500원
메뉴: 치킨쿠스쿠스샐러드, 가격: 7,500원
메뉴: 쉬림프쿠스쿠스샐러드, 가격: 9,500원
메뉴: 훈제연어쿠스쿠스샐러드, 가격: 9,500원
메뉴: 연두부샐러드, 가격: 5,900원
메뉴: 콩앤콩샐러드, 가격: 6,900원
메뉴: 단호박스프, 가격: 3,900원
메뉴: 스윗콘스프, 가격: 3,900원
메뉴: 양송이스프, 가격: 3,900원"
사랑하는영자씨 LP펍,바(BAR),0.0,방문자 리뷰 50,블로그 리뷰 45,경기 수원시 영통구 청명남로34번길 18 202호,0.0,"메뉴: 1인과일, 가격: 20,000원"
후이후이J,중식당,별점 4.22,"방문자 리뷰 1,536",블로그 리뷰 297,경기 수원시 영통구 덕영대로 1566 1층,0.41,"메뉴: 짜장면, 가격: 8,000원
메뉴: 삼선짜장, 가격: 10,000원
메뉴: 삼겹짬뽕, 가격: 11,000원
메뉴: XO게살볶음밥, 가격: 14,000원
메뉴: 깐풍기, 가격: 27,000원
메뉴: 유린기, 가격: 27,000원
메뉴: 크림중새우, 가격: 35,000원
메뉴: 팔보채, 가격: 35,000원
메뉴: 전가복, 가격: 70,000원
메뉴: 콜키지차지, 가격: 20,000원"
