store_name,category,rating,visited_review,blog_review,address,taste_value,menu
후니네 소곱창,"곱창,막창,양",별점 4.84,방문자 리뷰 980,블로그 리뷰 260,경기 수원시 영통구 청명남로28번길 20 1층 114호 후니네 소곱창,0.0,"메뉴: 소곱창, 가격: 23,000원
메뉴: 모듬구이(중), 가격: 58,000원
메뉴: 볶음밥, 가격: 3,500원
메뉴: 뚝배기전골, 가격: 13,000원
메뉴: 한우곱창전골(대), 가격: 66,000원
메뉴: 한우곱창전골(중), 가격: 49,000원
메뉴: 차돌박이, 가격: 17,000원
메뉴: 소막창, 가격: 22,000원
메뉴: 소대창, 가격: 22,000원
메뉴: 모듬구이(대), 가격: 77,000원
메뉴: 염통, 가격: 13,000원"
칠성포차 수원영통점,포장마차,별점 4.56,방문자 리뷰 203,블로그 리뷰 573,경기 수원시 영통구 청명남로 31 키라레스토아,0.0,"메뉴: 칠성간장찜닭, 가격: 24,000원
메뉴: 통삼겹 두루치기(기본), 가격: 20,000원
메뉴: 명품오리지널치킨(1마리), 가격: 16,000원
메뉴: 칠성김치찌개, 가격: 19,000원
메뉴: 칠성간장찜닭, 가격: 24,000원
메뉴: 두부김치(기본), 가격: 16,000원
메뉴: 두부김치(목전지(돼지고기) 150g 추가), 가격: 23,000원
메뉴: 해물파전(해물파전 1장), 가격: 15,000원
메뉴: 특제소스 골뱅이무침(기본), 가격: 17,000원
메뉴: 로제에 빠진 찜닭, 가격: 24,000원
메뉴: 로제에 빠진 치킨, 가격: 23,000원
메뉴: 콜라, 가격: 2,500원
메뉴: 사이다, 가격: 2,500원
메뉴: 환타파인, 가격: 2,500원
메뉴: 핫식스, 가격: 2,500원
메뉴: 갈아만든배, 가격: 2,500원"
청진옥,"육류,고기요리",별점 4.4,방문자 리뷰 34,블로그 리뷰 47,경기 수원시 영통구 청명로21번길 4,0.0,"메뉴: 불고기백반정식, 가격: 11,000원
메뉴: 제육백반정식, 가격: 11,000원
메뉴: 오징어백반정식, 가격: 11,000원
메뉴: 청국장, 가격: 7,000원"
화포식당 영통프리미엄점,돼지고기구이,별점 4.55,방문자 리뷰 321,"블로그 리뷰 2,100",경기 수원시 영통구 청명남로 54,0.0,
삼부자갈비 경희대점,"육류,고기요리",별점 4.26,방문자 리뷰 618,블로그 리뷰 165,경기 용인시 기흥구 덕영대로 1811-2,0.0,"메뉴: 갈비정식 C, 가격: 38,000원
메뉴: 수입양념갈비 450g, 가격: 60,000원
메뉴: 수입생갈비 450g, 가격: 65,000원
메뉴: 갈비탕, 가격: 변동
메뉴: 식사물냉면, 가격: 변동
메뉴: 식사비빔냉면, 가격: 변동
메뉴: 점심 수입정식 B, 가격: 34,000원"
고쿠텐 영통점,일식당,0.0,"방문자 리뷰 2,648",블로그 리뷰 503,경기 수원시 영통구 봉영로 1590 1층 108호,0.0,"메뉴: 고쿠텐동, 가격: 12,000원
메뉴: 장어텐동, 가격: 17,000원
메뉴: 새우텐동, 가격: 14,000원
메뉴: 카레텐동, 가격: 14,000원
메뉴: 타래카츠동, 가격: 11,000원
메뉴: 점보치킨카츠동, 가격: 12,000원
메뉴: 점보치킨 카레카츠동, 가격: 14,000원
메뉴: 로우텐동, 가격: 10,000원
메뉴: Set1, 가격: 32,000원
메뉴: Set 2, 가격: 36,000원
메뉴: 유자토마토, 가격: 3,000원"
코끼리아구찜탕,"해물,생선요리",별점 4.42,방문자 리뷰 252,블로그 리뷰 64,경기 수원시 영통구 청명남로50번길 6-17 코끼리 아구찜 탕,0.0,"메뉴: 아구찜(2인), 가격: 41,000원
메뉴: 해물찜(2인), 가격: 41,000원
메뉴: 살마니아구찜(2인), 가격: 44,000원
메뉴: 섞어찜(3인), 가격: 56,000원
메뉴: 아구찜 (3인), 가격: 52,000원
메뉴: 아구찜(4인), 가격: 63,000원
메뉴: 해물찜( 3인), 가격: 52,000원
메뉴: 해물찜(4인), 가격: 63,000원
메뉴: 살마니아구찜(3인), 가격: 55,000원
메뉴: 살마니아구찜(4인), 가격: 66,000원
메뉴: 섞어찜(4인), 가격: 66,000원
메뉴: 알찜(2인), 가격: 41,000원
메뉴: 알찜 (3인), 가격: 52,000원
메뉴: 알찜(4인), 가격: 63,000원
메뉴: 아구탕(2인), 가격: 30,000원"
아웃백스테이크하우스 수원영통점,패밀리레스토랑,0.0,"방문자 리뷰 6,323",블로그 리뷰 878,경기 수원시 영통구 봉영로 1613 하우스토리 B1 아웃백스테이크하우스,0.0,
징관청훠궈 수원점,중식당,0.0,"방문자 리뷰 1,010",블로그 리뷰 386,경기 수원시 영통구 청명남로34번길 3 2층 204호,0.0,
"카페 파이브, FIVE","카페,디저트",0.0,방문자 리뷰 415,블로그 리뷰 436,경기 수원시 영통구 영일로 16-12 1층,0.0,"메뉴: 딸기 수플레, 가격: 18,000원
메뉴: 플레인 수플레, 가격: 14,000원
메뉴: 초코&바나나 수플레, 가격: 18,000원
메뉴: 카이막, 가격: 10,000원
메뉴: 아이스 & 망고 수플레, 가격: 18,000원
메뉴: 클래식 애플크럼블, 가격: 10,000원
메뉴: 허니 레몬 케이크, 가격: 6,000원
메뉴: 허니 시나몬 케이크, 가격: 6,000원
메뉴: 허니 코코아 케이크, 가격: 6,000원
메뉴: 허니 월넛 케이크, 가격: 6,000원
메뉴: 시그니쳐 바닐라슈페너, 가격: 7,000원
메뉴: 아메리카노, 가격: 4,500원
메뉴: 디카페인, 가격: 1,000원
메뉴: 카페라떼, 가격: 5,500원
메뉴: 초코라떼, 가격: 6,000원"
와우정육식당,정육식당,별점 4.25,방문자 리뷰 464,블로그 리뷰 88,경기 수원시 영통구 반달로 114,0.0,"메뉴: 스페셜 1000g, 가격: 77,000원
메뉴: 스페셜 500g, 가격: 39,000원
메뉴: 소한마리 1000g, 가격: 63,000원
메뉴: 소한마리 500g, 가격: 33,000원
메뉴: 꽃등심 200g, 가격: 25,000원
메뉴: 살치살 200g, 가격: 25,000원
메뉴: 육회 200g, 가격: 25,000원
메뉴: 진꽃갈비살 200g, 가격: 32,000원
메뉴: 안창살 200g, 가격: 25,000원
메뉴: 토시살 200g, 가격: 20,000원
메뉴: 황제꽃살 200g, 가격: 22,000원
메뉴: 생삼겹살 200g, 가격: 11,000원
메뉴: 대구소막창 250g, 가격: 18,000원
메뉴: 우삼겹 200g, 가격: 20,000원
메뉴: 갈비탕, 가격: 10,000원"
애슐리퀸즈 수원망포점,패밀리레스토랑,0.0,"방문자 리뷰 5,830","블로그 리뷰 1,210",경기 수원시 영통구 덕영대로 1566 판타지움 2층,0.0,
신선양대창,"곱창,막창,양",별점 4.26,방문자 리뷰 100,블로그 리뷰 39,경기 수원시 영통구 매영로 410,0.0,
유달산남도음식,한식,별점 4.4,방문자 리뷰 102,블로그 리뷰 15,경기 수원시 영통구 매영로 412 1층,0.0,"메뉴: 겨울단품에뉴, 가격: 변동
메뉴: 스페셜코스(3~4인기준), 가격: 550,000원
메뉴: A코스(3~4인기준), 가격: 350,000원
메뉴: B코스(3~4인기준), 가격: 240,000원
메뉴: C코스(3인기준), 가격: 190,000원
메뉴: E코스(2인기준), 가격: 200,000원
메뉴: D코스(2인기준), 가격: 140,000원
메뉴: 유달산점심특선(점심만가능), 가격: 11,000원
메뉴: 점심 정식메뉴(점심만 가능), 가격: 변동
메뉴: 흑산도홍어코스(3~4인기준), 가격: 400,000원
메뉴: 목포세발낙지코스, 가격: 280,000원
메뉴: 해물 소갈비찜, 가격: 150,000원
메뉴: 조림.구이.탕.전, 가격: 변동
메뉴: 주류, 가격: 변동"
팔각도 수원영통점,닭갈비,0.0,"방문자 리뷰 1,785","블로그 리뷰 1,145",경기 수원시 영통구 반달로 108 1층,0.0,
샐러디 영통점,"<selenium.webdriver.remote.webelement.WebElement (session=""0e0b223148fc359cb602711136e1992f"", element=""f.D21313B080FC77AD405D18653DA41D78.d.F3CF6820236C01C6EE29060C30F7C2C7.e.211032"")>",별점 4.65,"방문자 리뷰 1,135",블로그 리뷰 140,경기 수원시 영통구 청명남로 21 아셈프라자 103호,0.0,"메뉴: 그라브락스 연어 포케볼, 가격: 10,900원
메뉴: 로스트삼겹 포케볼, 가격: 9,900원
메뉴: 더블 비프 박스(도시락), 가격: 11,900원
메뉴: 갈빗살메밀면 누들볼, 가격: 10,300원
메뉴: 더블 삼겹 박스(도시락), 가격: 11,900원
메뉴: 포테이토 크림스프, 가격: 4,500원
메뉴: 멕시칸갈빗살 포케랩 샌드위치, 가격: 8,900원
메뉴: 탄단지 샐러드, 가격: 8,600원
메뉴: 우삼겹메밀면 누들볼, 가격: 9,300원
메뉴: 양송이 크림스프, 가격: 4,500원
메뉴: 칠리베이컨 포케볼, 가격: 8,600원
메뉴: 멕시칸 랩 샌드위치, 가격: 7,200원
메뉴: 로스트닭다리살 샐러드, 가격: 9,900원
메뉴: 에그베이컨 샌드, 가격: 7,400원
메뉴: 그라브락스 연어 샐러드, 가격: 11,400원
메뉴: 칠리베이컨 포케랩 샌드위치, 가격: 7,600원
메뉴: 그라브락스 연어 포케볼, 가격: 10,900원
메뉴: 로스트삼겹 포케볼, 가격: 9,900원
메뉴: 탄단지 샐러드, 가격: 8,600원
메뉴: 콥 샐러드, 가격: 8,900원
메뉴: 로스트닭다리살 샐러드, 가격: 9,900원
메뉴: 그라브락스 연어 샐러드, 가격: 11,400원
메뉴: 노릇두부단호박 샐러드, 가격: 8,900원
메뉴: 우삼겹메밀면 누들볼, 가격: 9,300원
메뉴: 그라브락스 연어 파스타 누들볼, 가격: 11,400원
메뉴: 갈빗살메밀면 누들볼, 가격: 10,300원
메뉴: 칠리베이컨 포케볼, 가격: 8,600원
메뉴: 우삼겹 포케볼, 가격: 9,400원
메뉴: 노릇노릇두부 포케볼, 가격: 8,900원
메뉴: 바베큐닭다리살 포케볼, 가격: 9,600원
메뉴: 더블 닭다리살 박스(도시락), 가격: 10,900원
메뉴: 더블 치킨 파스타 박스(도시락), 가격: 10,900원
메뉴: 더블 비프 박스(도시락), 가격: 11,900원
메뉴: 더블 삼겹 박스(도시락), 가격: 11,900원
메뉴: 에그마요 샌드, 가격: 4,700원
메뉴: 치킨토마토 샌드, 가격: 7,400원
메뉴: 에그베이컨 샌드, 가격: 7,400원
메뉴: 바베큐닭다리살 샌드, 가격: 8,200원
메뉴: 에그마요 랩 샌드위치, 가격: 5,500원
메뉴: 멕시칸 랩 샌드위치, 가격: 7,200원
메뉴: 시저치킨 랩 샌드위치, 가격: 7,200원
메뉴: 바질치킨 랩 샌드위치, 가격: 8,200원
메뉴: 그라브락스 연어 랩 샌드위치, 가격: 9,400원
메뉴: 로스트닭다리살 랩 샌드위치, 가격: 8,900원
메뉴: 칠리베이컨 포케랩 샌드위치, 가격: 7,600원
메뉴: 우삼겹 포케랩 샌드위치, 가격: 8,400원
메뉴: 바베큐닭다리살 포케랩 샌드위치, 가격: 8,900원
메뉴: 멕시칸갈빗살 포케랩 샌드위치, 가격: 8,900원
메뉴: 채소볼(비건), 가격: 4,500원
메뉴: 포케볼, 가격: 4,500원
메뉴: 메밀면볼, 가격: 5,500원
메뉴: 바질파스타볼, 가격: 5,500원
메뉴: 양송이 크림스프, 가격: 4,500원
메뉴: 단호박 크림스프, 가격: 4,900원
메뉴: 치킨토마토 스튜, 가격: 4,900원
메뉴: 포테이토 크림스프, 가격: 4,500원
메뉴: 티키타카 캐모마일피치(제로 스파클링 음료) 340ml, 가격: 1,900원
메뉴: 아메리카노 (HOT), 가격: 2,700원
메뉴: 아메리카노 (ICE), 가격: 2,700원
메뉴: 코크제로 355ml, 가격: 2,400원
메뉴: 스프라이트제로 355ml, 가격: 2,400원
메뉴: 블렌디드 주스(오렌지망고), 가격: 5,400원
메뉴: 착즙 주스(그린밀싹), 가격: 4,500원
메뉴: 착즙 주스(오렌지당근), 가격: 4,500원
메뉴: 착즙 주스(레드클렌즈), 가격: 4,500원
메뉴: 환타제로 오렌지, 가격: 2,400원
메뉴: 환타제로 포도, 가격: 2,400원
메뉴: 얼티브 비건 프로틴 초코, 가격: 2,900원
메뉴: 생수 330ml, 가격: 500원"
윤가곰탕,한식,별점 4.47,"방문자 리뷰 1,680",블로그 리뷰 339,경기 수원시 영통구 매영로345번길 7 영통트리플렉스,0.0,"메뉴: 곰탕, 가격: 12,000원
메뉴: 수육 中, 가격: 40,000원
메뉴: 떡갈비 3쪽, 가격: 10,000원
메뉴: 소머리편육, 가격: 5,000원"
백소정 수원영통점,일식당,0.0,"방문자 리뷰 5,964",블로그 리뷰 772,"경기 수원시 영통구 청명남로 32 106호, 107호, 108호",0.0,"메뉴: [NEW] 마라마제소바+돈카츠, 가격: 15,900원
메뉴: [NEW] 사바온소바, 가격: 12,500원
메뉴: [NEW] 우나기온소바, 가격: 15,900원
메뉴: 마제소바+돈카츠, 가격: 14,900원
메뉴: 모짜렐라치즈카츠(4pcs), 가격: 12,900원
메뉴: 에비텐어묵우동+돈카츠, 가격: 14,900원
메뉴: 스페셜가츠동, 가격: 13,900원
메뉴: 돈카츠(로스카츠), 가격: 10,500원
메뉴: [NEW] 마라마제소바+에비텐, 가격: 14,500원
메뉴: [NEW] 마라마제소바, 가격: 10,900원
메뉴: [NEW] 사바온소바+돈카츠, 가격: 17,500원
메뉴: [NEW] 사바온소바+에비텐, 가격: 15,900원
메뉴: [NEW] 우나기온소바+돈카츠, 가격: 20,900원
메뉴: [NEW] 우나기온소바+에비텐, 가격: 19,500원
메뉴: 카라이에비텐어묵우동+돈카츠, 가격: 15,500원"
은하식당,"육류,고기요리",0.0,"방문자 리뷰 1,098","블로그 리뷰 2,245",경기 수원시 영통구 청명남로50번길 20 1층,0.0,
별을품은곱창 영통점,"곱창,막창,양",별점 4.82,방문자 리뷰 322,블로그 리뷰 60,경기 수원시 영통구 청명남로34번길 21 114호 별을품은곱창,0.0,"메뉴: 특별한한상, 가격: 60,000원
메뉴: 별품한상, 가격: 50,000원
메뉴: 곱창모듬, 가격: 21,000원
메뉴: 한우소곱창, 가격: 21,000원
메뉴: 특양구이, 가격: 25,000원
메뉴: 소막창, 가격: 21,000원
메뉴: 소대창, 가격: 21,000원
메뉴: 염통추가, 가격: 15,000원
메뉴: 간,천엽 추가, 가격: 7,000원
메뉴: 날치알주먹밥, 가격: 4,000원
메뉴: 감자, 떡사리 추가, 가격: 4,000원
메뉴: 볶음밥, 가격: 4,000원"
엔조희커피,"카페,디저트",0.0,방문자 리뷰 273,블로그 리뷰 108,경기 수원시 영통구 반달로 52 1층 엔조희커피,0.0,"메뉴: SEASON 딸기티라미수, 가격: 8,500원
메뉴: 크라미수, 가격: 7,500원
메뉴: BEST 에그타르트, 가격: 2,900원
메뉴: 엔조희 플래터, 가격: 16,900원
메뉴: 잠봉프로마쥬, 가격: 9,000원
메뉴: 햄에그치즈크로와상, 가격: 8,500원
메뉴: SET 잠봉프로마쥬, 가격: 12,000원
메뉴: SET 햄에그치즈크로와상, 가격: 11,500원
메뉴: 바스크 치즈케이크, 가격: 6,500원
메뉴: 머드 초코케이크, 가격: 6,500원
메뉴: 프렌치 토스트, 가격: 8,500원
메뉴: 엔조희라떼, 가격: 6,300원
메뉴: 영통라떼, 가격: 6,000원
메뉴: 아메리카노, 가격: 4,500원
메뉴: 라떼, 가격: 5,000원"
족발신선생 수원영통점,"족발,보쌈",0.0,방문자 리뷰 181,블로그 리뷰 105,경기 수원시 영통구 청명북로7번길 22 1층,0.0,
영통복요리전문점,복어요리,별점 4.4,방문자 리뷰 96,블로그 리뷰 20,경기 수원시 영통구 청명로59번길 45-23 1층,0.0,"메뉴: 코스, 가격: 130,000원
메뉴: 복튀김 중, 가격: 45,000원
메뉴: 활참복 사시미 중, 가격: 150,000원
메뉴: 활 참복 수육 중, 가격: 150,000원
메뉴: 활 참복 샤브샤브, 가격: 80,000원
메뉴: 활 참복 불고기, 가격: 90,000원"
이모네중앙닭발 영통,닭발,별점 4.34,방문자 리뷰 420,블로그 리뷰 184,"경기 수원시 영통구 청명남로34번길 18 성우테마21 105호, 106호",0.0,"메뉴: 뼈없는닭발, 가격: 18,000원
메뉴: 닭발, 가격: 17,000원
메뉴: 국물무뼈, 가격: 19,000원
메뉴: 국물닭발, 가격: 19,000원
메뉴: 닭똥집, 가격: 16,000원
메뉴: 오돌뼈볶음, 가격: 17,000원
메뉴: 쭈꾸미볶음, 가격: 20,000원
메뉴: 오징어볶음, 가격: 20,000원"
귀한족발 영통점,"족발,보쌈",0.0,방문자 리뷰 456,블로그 리뷰 217,경기 수원시 영통구 청명남로34번길 21 테라스가든주차빌딩 107호,0.0,"메뉴: []무료배달[]프리미엄 족발(1.5인분), 가격: 35,000원
메뉴: []무료배달[]프리미엄 족발(중), 가격: 43,000원
메뉴: []무료배달[]프리미엄 족발(대), 가격: 47,000원
메뉴: []무료배달[]프리미엄 족발(특대), 가격: 53,000원
메뉴: 오늘삶은귀한보쌈(소), 가격: 39,000원
메뉴: []무료배달[]프리미엄 족발(1.5인분), 가격: 35,000원
메뉴: []무료배달[]프리미엄 족발(중), 가격: 43,000원
메뉴: []무료배달[]프리미엄 족발(대), 가격: 47,000원
메뉴: []무료배달[]프리미엄 족발(특대), 가격: 53,000원
메뉴: 환상의 조합 반반족발(일반+불족), 가격: 47,000원
메뉴: [계절메뉴] 산지직송 통영생굴(200g), 가격: 15,000원
메뉴: 생과일 막국수, 가격: 10,000원
메뉴: 날치알 주먹밥, 가격: 3,000원
메뉴: 간장계란밥, 가격: 4,000원
메뉴: 직화불족발 반, 가격: 23,000원"
타비다코,"멕시코,남미음식",0.0,방문자 리뷰 137,블로그 리뷰 141,경기 수원시 영통구 청명로77번길 22 1층,0.0,
오브위,"카페,디저트",0.0,방문자 리뷰 179,블로그 리뷰 178,경기 수원시 영통구 매영로393번길 13,0.0,"메뉴: 바닐라라떼, 가격: 5,000원
메뉴: 아메리카노, 가격: 3,500원
메뉴: 카페라떼, 가격: 4,500원
메뉴: 아인슈페너, 가격: 5,300원
메뉴: 플럼플럼, 가격: 6,000원
메뉴: 자몽 에이드, 가격: 5,400원
메뉴: 흑당 밀크티, 가격: 4,800원
메뉴: 마시멜로 초코, 가격: 4,500원"
포동이네 영통점,"초밥,롤",별점 4.51,방문자 리뷰 606,블로그 리뷰 168,경기 수원시 영통구 청명남로12번길 24 1층,0.0,"메뉴: 모둠초밥(12p), 가격: 12,000원
메뉴: 특선초밥(12p), 가격: 17,000원
메뉴: 포동이초밥(12p), 가격: 22,000원
메뉴: 도로초밥(12p), 가격: 29,000원
메뉴: 연어초밥(12p), 가격: 20,000원
메뉴: 모둠초밥(12p), 가격: 12,000원
메뉴: 특선초밥(12p), 가격: 17,000원
메뉴: 포동이초밥(12p), 가격: 22,000원
메뉴: 도로초밥(12p), 가격: 29,000원
메뉴: 연어초밥(12p), 가격: 20,000원
메뉴: 도로, 가격: 2,900원
메뉴: 장어, 가격: 2,800원
메뉴: 장새우, 가격: 2,500원
메뉴: 엔가와, 가격: 2,700원
메뉴: 아카미, 가격: 1,900원
메뉴: 가마도로 (목살), 가격: 41,000원
메뉴: 오도로 (대뱃살), 가격: 39,000원
메뉴: 쥬도로 (중뱃살), 가격: 37,000원
메뉴: 배꼽살, 가격: 40,000원
메뉴: 머릿살, 가격: 37,000원
메뉴: 코카콜라(355ml), 가격: 2,000원
메뉴: 칠성사이다(355ml), 가격: 2,000원
메뉴: 환타 파인애플(355ml), 가격: 2,000원
메뉴: 활어회, 가격: 30,000원
메뉴: 연어회, 가격: 30,000원
메뉴: 활어+연어 회, 가격: 30,000원
메뉴: 묵은지반찬(:), 가격: 3,000원
메뉴: 초밥용 밥(8p), 가격: 2,000원
메뉴: 초밥용 밥(12p), 가격: 3,000원"
돼지새마을본부 영통점,"육류,고기요리",별점 4.91,방문자 리뷰 849,블로그 리뷰 450,경기 수원시 영통구 영일로21번길 8-17 1층,0.0,
디델리 영통점,분식,별점 4.12,방문자 리뷰 661,블로그 리뷰 176,경기 수원시 영통구 반달로7번길 16 110호,0.0,"메뉴: 퓨전라볶이, 가격: 7,500원
메뉴: 치즈라볶이, 가격: 8,500원
메뉴: 매콤비프라볶이, 가격: 8,000원
메뉴: 매콤비프치즈라볶이, 가격: 9,000원
메뉴: 참치김밥, 가격: 5,000원
메뉴: 퓨전라볶이, 가격: 7,500원
메뉴: 치즈라볶이, 가격: 8,500원
메뉴: 매콤비프라볶이, 가격: 8,000원
메뉴: 매콤비프치즈라볶이, 가격: 9,000원
메뉴: 치참김밥, 가격: 5,500원
메뉴: 라이스그라탕, 가격: 8,000원
메뉴: 고구마돈가스, 가격: 10,000원
메뉴: 매콤비프라볶이, 가격: 8,000원
메뉴: 야채김밥, 가격: 4,000원
메뉴: 치즈돈가스, 가격: 10,000원
메뉴: 야끼만두, 가격: 4,000원
메뉴: 오징어튀김, 가격: 5,000원
메뉴: 김말이튀김, 가격: 4,500원
메뉴: 콜라, 가격: 2,000원
메뉴: 사이다, 가격: 2,000원
메뉴: 웰치스, 가격: 2,000원
메뉴: 제로사이다, 가격: 2,000원
메뉴: 제로콜라, 가격: 2,000원"
고기원칙 수원영통점,고기원칙,0.0,방문자 리뷰 557,블로그 리뷰 213,경기 수원시 영통구 반달로35번길 30 영통역 아이파크 1층 고기원칙,0.0,
레이지하우스,"카페,디저트",0.0,방문자 리뷰 404,블로그 리뷰 882,경기 수원시 영통구 청명로59번길 7-3 대로변 정문,0.0,"메뉴: vanilla flat, 가격: 6,000원
메뉴: americano, 가격: 4,500원
메뉴: latte, 가격: 5,000원
메뉴: vanilla latte, 가격: 5,500원
메뉴: sweet apple tea, 가격: 6,000원"
붉은입술,양식,0.0,방문자 리뷰 731,블로그 리뷰 495,경기 수원시 영통구 청명남로50번길 5-12 1층,0.0,
영종이네 영통점,"육류,고기요리",별점 4.9,"방문자 리뷰 1,112",블로그 리뷰 331,경기 수원시 영통구 청명북로 12 1층 영종이네,0.0,
우후죽순 영통점,요리주점,0.0,방문자 리뷰 68,"블로그 리뷰 1,161",경기 수원시 영통구 청명남로34번길 12 2층 203호,0.0,
샤브향 수원영통점,샤브샤브,별점 4.46,방문자 리뷰 781,블로그 리뷰 758,경기 수원시 영통구 청명남로 39 럭셔리프라자,0.0,
구일수육,요리주점,0.0,방문자 리뷰 74,블로그 리뷰 93,경기 수원시 영통구 청명남로 32 1층 109호,0.0,"메뉴: 구일수육, 가격: 15,000원
메뉴: 스지나베, 가격: 17,000원
메뉴: 미나리전, 가격: 10,000원
메뉴: 구일쟁반소면, 가격: 7,000원
메뉴: 요구르트샤베트, 가격: 7,000원
메뉴: 코코넛샤베트, 가격: 7,000원"
강릉해변메밀막국수 용인점,막국수,0.0,"방문자 리뷰 1,195",블로그 리뷰 197,경기 용인시 기흥구 서그내로53번길 1,0.0,"메뉴: 메밀물막국수, 가격: 10,000원
메뉴: 메밀비빔막국수, 가격: 11,000원
메뉴: 옹심이메밀칼국수, 가격: 11,000원
메뉴: 석갈비, 가격: 28,000원
메뉴: 회막국수, 가격: 13,000원
메뉴: 들깨칼국수, 가격: 10,000원
메뉴: 들깨흑미수제비, 가격: 10,000원
메뉴: 장칼국수, 가격: 10,000원
메뉴: 메밀묵밥, 가격: 9,000원
메뉴: 한우국밥, 가격: 11,000원
메뉴: 메밀전, 가격: 13,000원
메뉴: 메밀찐빵, 가격: 8,000원
메뉴: 메밀만두, 가격: 8,000원
메뉴: 메밀전병, 가격: 7,000원"
초밥전문점 이루카,"초밥,롤",0.0,방문자 리뷰 360,블로그 리뷰 174,경기 수원시 영통구 청명남로28번길 2,0.0,"메뉴: 연어 10P SET, 가격: 19,000원
메뉴: 직화 10P SET (기본 간장 미제공), 가격: 15,500원
메뉴: 이루카 10 P, 가격: 14,000원
메뉴: 연어 10P SET, 가격: 19,000원
메뉴: 이루카 12p SET, 가격: 17,500원
메뉴: 특선 10P SET, 가격: 17,000원
메뉴: 직화 10P SET (기본 간장 미제공), 가격: 15,500원
메뉴: 샬롯 치즈 계란5p, 가격: 7,000원
메뉴: 샬롯 치즈 새우5p, 가격: 7,000원
메뉴: 새우불초밥 5p, 가격: 7,000원
메뉴: 새우스리라차 5p, 가격: 7,000원
메뉴: 생새우치즈구이 5p, 가격: 7,000원
메뉴: 찐 가리비5P, 가격: 4,500원
메뉴: 찐 새우 5P, 가격: 4,500원
메뉴: 흰다리새우 5p, 가격: 4,500원
메뉴: 문어 5p, 가격: 4,500원
메뉴: 참소라 5p, 가격: 4,500원
메뉴: 찐 가리비2P, 가격: 1,800원
메뉴: 새우 2P, 가격: 1,800원
메뉴: 흰다리새우 2P, 가격: 1,800원
메뉴: 문어2P, 가격: 1,800원
메뉴: 참소라2P, 가격: 1,800원
메뉴: 왕새우튀김(3p), 가격: 6,000원
메뉴: 왕새우튀김(5p), 가격: 10,000원
메뉴: 대게맛살 다리튀김(3p), 가격: 3,200원
메뉴: 대게맛살 다리튀김(5p), 가격: 5,200원
메뉴: 고구마치즈고로케(3p), 가격: 5,500원
메뉴: 안주 타코와사비, 가격: 5,000원
메뉴: 숙성 광어 사시미 180g, 가격: 20,000원
메뉴: 연어 사시미 200g, 가격: 20,000원
메뉴: 콜라355ml(뚱캔), 가격: 2,000원
메뉴: 환타(오렌지)355ml(뚱캔), 가격: 2,000원
메뉴: 환타(파인애플)355ml(뚱캔), 가격: 2,000원
메뉴: 제로펩시, 가격: 2,000원"
수원다찌,요리주점,별점 4.76,방문자 리뷰 102,블로그 리뷰 51,경기 수원시 영통구 청명남로50번길 5-2 1층,0.0,"메뉴: 직화특제 통 고등어구이, 가격: 19,000원
메뉴: 다찌식 주문(예약), 가격: 변동
메뉴: 수원다찌A, 가격: 68,000원
메뉴: 수원다찌B, 가격: 55,000원
메뉴: 모둠 숙성 사시미, 가격: 29,000원
메뉴: 돔배고기, 가격: 28,000원
메뉴: 숙성 문어 숙회, 가격: 24,000원
메뉴: 조개탕, 가격: 20,000원
메뉴: 프리미엄 에비스 생맥주, 가격: 12,000원"
편백회관 영통점,샤브샤브,0.0,"방문자 리뷰 1,790",블로그 리뷰 107,"경기 수원시 영통구 청명남로 25 203호, 204호, 205호",0.0,"메뉴: 유아(4세~7세), 가격: 7,900원
메뉴: 어린이(초등학생), 가격: 12,900원
메뉴: 무한리필set (평일런치), 가격: 16,900원
메뉴: 무한리필set (디너,주말), 가격: 19,900원"
